feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,class_label
2.9735316467474453,4.370051236389383,-1.2570015293131873,1.291137061521028,1.5771677847546606,-3.20068257644174,1.3327694771014427,-2.0413415795660215,2.5223995075745425,1.6507164212898857,0
4.090394707189172,1.9421919412659343,0.8800828320816331,3.525785139283051,-6.498667253730066,1.4051927539780218,0.44273787747695675,1.5835401643930764,3.3805794453240354,-1.36470312796545,0
-6.13752368140339,-3.7341294083859706,0.008864901703734827,-0.9056603761735906,-3.454829564195168,2.846823321186373,3.8191989597450187,1.277997683250613,-1.3448034874808337,0.5142024092583626,3
2.0985935368677247,-0.407088919457296,6.248470307098226,13.922870704581037,5.060687533340923,1.1955615351137305,-1.4495997954966684,3.1132694531590364,0.5951704732480024,1.6893033785006462,2
4.6723627351593375,3.8361652694222457,1.518904817306161,-3.805443696778331,0.2471532851277935,4.083705910196993,2.7313273900780035,2.7232130982787557,0.8780018833751485,1.2521484135928644,0
3.996928234917846,4.652857883010027,-0.32098974643775524,2.3873715526933403,0.2606414297417221,1.2590327871451379,2.786801051247871,-1.8432831428694403,-3.487079886117374,-3.802869168725865,0
-3.9614761496257413,1.7894733223534751,-1.7392580004284022,-2.757930263999889,-2.4949683365329007,5.541096462832156,0.6746764638575323,-1.719903587255356,-0.087395050216609,0.7726722006782778,1
-1.6499780085526692,4.047734059402621,0.5738486917724193,3.930660432552738,-1.9124229227899667,0.1973686895129639,0.9175395087746381,0.702734342652368,-3.482414302393422,-2.776668709964461,1
2.5375390518825967,-3.2982569191365787,-2.751551830172513,3.1435744151606158,3.5779494794145394,0.7580832693972248,1.9014395983056247,-1.7726521076761474,-0.03652664325252565,2.0963085758747786,2
-2.1564496053557285,3.308736736782751,1.7074734473380602,0.7056679516134574,4.495416172264505,1.2096082997503266,-0.6315748001262333,0.470483072366962,4.5260268630707525,2.139844758901893,1
3.6103551332402217,6.115417430525563,6.8285212441113154,15.578043298356246,2.391626972795851,-1.8841017184466855,-1.0122661273742841,-0.6924324026220114,-2.898295537117721,-2.7385709400405895,0
-3.00438600276767,2.712803488732142,-0.8563955638945243,0.53788764811009,1.6547152829675094,-2.3282046995267196,-0.9080880156578736,1.8332740473853788,3.7525089900737014,-3.9525535180977887,1
3.235799514632682,-4.8534671326664025,0.6135582290986052,2.9678654506488646,1.8798653193386272,-2.700253398304116,0.5848515496561691,1.8905236912429777,3.5527621952497994,-0.6098724756350997,2
-5.7276702488461755,-5.937760944415891,0.6600720148357851,0.823692069288994,-0.21112032990041107,-1.667192631148291,-0.9381798067802262,-0.6127906916297104,-0.011149823693885168,-0.4826281783408264,3
5.264629563145876,5.567336545849557,4.804636453156618,-1.2133851818976598,-3.61098022819196,6.212260498040925,-1.4444117379807109,-3.658900316619698,1.0303114892214242,0.01562506963958787,0
3.5100766736455236,5.767192040328909,1.1447511046883383,-4.543521671979785,0.13674456486536435,0.14345415146151375,-2.0716432417000172,2.020737226315262,-0.5668274851179786,0.8424385664700544,0
-2.1255607853043568,2.0852798118647753,0.21965685920931605,2.8766991882517803,-4.2593926667308475,5.464438293254557,-1.9676569026463824,-1.222187866615702,-0.8943578309457689,-0.3097638977206071,1
3.6624948375131114,-6.751257745385255,-2.0771124595813655,1.0993170011235711,3.9443001093825503,-0.9837840122825201,-1.2794080158025802,-0.04695527071438574,0.4066583268072426,0.20756955678939593,2
-5.259388216331369,4.182588113821782,2.407155464791513,8.26698023081655,-0.09877337612073842,-1.2615972243461497,-1.2338261547850113,-0.27342619775603066,-1.5494885689674045,-1.6669452081925986,1
